key_id,x_numerator,coordinate_margin,Nz,Ez
0,0,-1,360448,360448
0,0,1,2121728,0
0,0,2,6160384,0
0,0,3,12500992,0
0,0,4,25034752,0
0,0,5,25124864,0
0,1,-1,442368,442368
0,1,1,3039232,0
0,1,2,10977280,0
0,1,3,24264704,0
0,1,4,44548096,0
0,1,5,44654592,0
0,2,-1,540672,540672
0,2,1,2834432,0
0,2,2,10940416,0
0,2,3,28176384,0
0,2,4,43659264,0
0,2,5,41775104,0
0,4,-2,135168,135168
0,4,-1,1912832,1912832
0,4,1,8851456,0
0,4,2,23506944,0
0,4,3,55312384,0
0,4,4,81543168,0
0,4,5,69910528,0
0,5,-2,208896,208896
0,5,-1,1019904,1019904
0,5,1,4386816,0
0,5,2,12840960,0
0,5,3,20422656,0
0,5,4,42254336,0
0,5,5,34209792,0
0,6,-2,98304,98304
0,6,-1,1163264,1163264
0,6,1,3538944,0
0,6,2,13447168,0
0,6,3,16003072,0
0,6,4,42053632,0
0,6,5,30650368,0
0,7,-2,24576,24576
0,7,-1,729088,729088
0,7,1,2801664,0
0,7,2,10280960,0
0,7,3,15753216,0
0,7,4,36651008,0
0,7,5,26034176,0
0,8,-2,106496,106496
0,8,-1,499712,499712
0,8,1,4145152,0
0,8,2,10592256,0
0,8,3,20389888,0
0,8,4,38805504,0
0,8,5,26124288,0
0,9,-2,196608,196608
0,9,-1,524288,524288
0,9,1,5079040,0
0,9,2,11370496,0
0,9,3,18366464,0
0,9,4,33980416,0
0,9,5,20660224,0
1,0,-1,344064,344064
1,0,1,2445312,0
1,0,2,8767488,0
1,0,3,21094400,0
1,0,4,35481600,0
1,0,5,40919040,0
1,1,-2,16384,16384
1,1,-1,438272,438272
1,1,1,2996224,0
1,1,2,10682368,0
1,1,3,24977408,0
1,1,4,41072640,0
1,1,5,45645824,0
1,2,-2,32768,32768
1,2,-1,172032,172032
1,2,1,811008,0
1,2,2,2713600,0
1,2,3,6004736,0
1,2,4,8452096,0
1,2,5,6979584,0
1,4,-3,16384,16384
1,4,-2,53248,53248
1,4,-1,1323008,1323008
1,4,1,7948288,0
1,4,2,24092672,0
1,4,3,43671552,0
1,4,4,83023872,0
1,4,5,83140608,0
1,5,-3,32768,32768
1,5,-2,106496,106496
1,5,-1,983040,983040
1,5,1,5189632,0
1,5,2,16351232,0
1,5,3,33755136,0
1,5,4,57761792,0
1,5,5,53592064,0
1,6,-3,16384,16384
1,6,-2,102400,102400
1,6,-1,638976,638976
1,6,1,2568192,0
1,6,2,8007680,0
1,6,3,22568960,0
1,6,4,36745216,0
1,6,5,30015488,0
1,7,-2,32768,32768
1,7,-1,524288,524288
1,7,1,1830912,0
1,7,2,4276224,0
1,7,3,11022336,0
1,7,4,17784832,0
1,7,5,14860288,0
1,8,-2,57344,57344
1,8,-1,864256,864256
1,8,1,3559424,0
1,8,2,9263104,0
1,8,3,18012160,0
1,8,4,28002304,0
1,8,5,24127488,0
1,9,-2,172032,172032
1,9,-1,1036288,1036288
1,9,1,5066752,0
1,9,2,16607232,0
1,9,3,36874240,0
1,9,4,59799552,0
1,9,5,48216064,0
2,0,-1,131072,131072
2,0,1,524288,0
2,0,2,3244032,0
2,0,3,7331840,0
2,0,4,22405120,0
2,0,5,27181056,0
2,1,-1,131072,131072
2,1,1,2293760,0
2,1,2,5898240,0
2,1,3,20955136,0
2,1,4,41271296,0
2,1,5,38502400,0
2,2,1,3538944,0
2,2,2,7766016,0
2,2,3,31727616,0
2,2,4,42672128,0
2,2,5,27541504,0
2,4,-1,98304,98304
2,4,1,2490368,0
2,4,2,20283392,0
2,4,3,48283648,0
2,4,4,77185024,0
2,4,5,76054528,0
2,5,-1,196608,196608
2,5,1,1835008,0
2,5,2,10780672,0
2,5,3,18628608,0
