key_id,x_numerator,coordinate_margin,Nz,Ez
0,0,3,1048576,0
0,0,4,6684672,0
0,0,5,7143424,0
0,0,6,19005440,0
0,0,7,9027584,0
0,0,8,7421952,0
0,2,2,557056,0
0,2,3,3375104,0
0,2,4,19021824,0
0,2,5,21889024,0
0,2,6,59867136,0
0,2,7,36044800,0
0,2,8,27017216,0
0,4,-1,98304,98304
0,4,1,950272,0
0,4,2,3153920,0
0,4,3,7143424,0
0,4,4,16105472,0
0,4,5,21004288,0
0,4,6,48160768,0
0,4,7,36560896,0
0,4,8,17817600,0
0,5,-1,32768,32768
0,5,1,1933312,0
0,5,2,3981312,0
0,5,3,12754944,0
0,5,4,17899520,0
0,5,5,29810688,0
0,5,6,45195264,0
0,5,7,45326336,0
0,5,8,8740864,0
0,7,2,1744896,0
0,7,3,7970816,0
0,7,4,12591104,0
0,7,5,15900672,0
0,7,6,44105728,0
0,7,7,59293696,0
0,7,8,9388032,0
0,9,2,294912,0
0,9,3,1261568,0
0,9,4,5693440,0
0,9,5,11632640,0
0,9,6,13533184,0
0,9,7,23576576,0
0,9,8,6922240,0
0,11,1,172032,0
0,11,2,1204224,0
0,11,3,3088384,0
0,11,4,11227136,0
0,11,5,11034624,0
0,11,6,37154816,0
0,11,7,46252032,0
0,11,8,21987328,0
0,13,1,516096,0
0,13,2,958464,0
0,13,3,2359296,0
0,13,4,14229504,0
0,13,5,12935168,0
0,13,6,47640576,0
0,13,7,38612992,0
0,13,8,14868480,0
0,14,3,1007616,0
0,14,4,2813952,0
0,14,5,10076160,0
0,14,6,26435584,0
0,14,7,15175680,0
0,14,8,5308416,0
1,0,3,1048576,0
1,0,4,4456448,0
1,0,5,7667712,0
1,0,6,27656192,0
1,0,7,25034752,0
1,0,8,18022400,0
1,2,3,1392640,0
1,2,4,7208960,0
1,2,5,10485760,0
1,2,6,51412992,0
1,2,7,43401216,0
1,2,8,28704768,0
1,4,-1,16384,16384
1,4,1,24576,0
1,4,2,638976,0
1,4,3,1753088,0
1,4,4,5013504,0
1,4,5,7364608,0
1,4,6,14860288,0
1,4,7,14393344,0
1,4,8,6266880,0
1,5,-1,147456,147456
1,5,1,147456,0
1,5,2,2613248,0
1,5,3,5775360,0
1,5,4,22437888,0
1,5,5,33374208,0
1,5,6,79585280,0
1,5,7,75669504,0
1,5,8,23519232,0
1,7,-1,180224,180224
1,7,1,221184,0
1,7,2,1155072,0
1,7,3,2072576,0
1,7,4,6602752,0
1,7,5,16441344,0
1,7,6,43212800,0
1,7,7,51552256,0
1,7,8,12779520,0
1,9,-1,49152,49152
1,9,1,147456,0
1,9,2,524288,0
1,9,3,933888,0
1,9,4,3366912,0
1,9,5,4833280,0
1,9,6,10829824,0
1,9,7,9658368,0
1,9,8,3211264,0
1,11,1,786432,0
1,11,2,3440640,0
1,11,3,6070272,0
1,11,4,32602112,0
1,11,5,20901888,0
1,11,6,55425024,0
1,11,7,29478912,0
1,11,8,10678272,0
1,13,1,311296,0
1,13,2,1523712,0
1,13,3,9467904,0
1,13,4,21956608,0
1,13,5,28413952,0
1,13,6,46028800,0
1,13,7,43190272,0
1,13,8,16879616,0
1,14,1,589824,0
1,14,2,753664,0
1,14,3,4081664,0
1,14,4,5496832,0
1,14,5,9961472,0
1,14,6,14274560,0
1,14,7,16926720,0
1,14,8,6635520,0
2,0,4,6160384,0
2,0,5,8847360,0
2,0,6,21954560,0
2,0,7,13959168,0
2,0,8,9895936,0
2,2,2,65536,0
2,2,3,909312,0
2,2,4,9871360,0
2,2,5,15761408,0
2,2,6,30048256,0
2,2,7,29458432,0
2,2,8,18743296,0
2,4,2,196608,0
2,4,3,2531328,0
2,4,4,24174592,0
2,4,5,13533184,0
2,4,6,34897920,0
2,4,7,61046784,0
2,4,8,50266112,0
2,5,2,688128,0
2,5,4,22183936,0
2,5,5,7798784,0
2,5,6,29655040,0
2,5,7,31096832,0
2,5,8,26017792,0
2,7,2,1277952,0
2,7,3,3145728,0
2,7,4,26771456,0
2,7,5,13762560,0
2,7,6,38043648,0
2,7,7,47874048,0
2,7,8,36896768,0
2,9,3,1605632,0
2,9,4,7569408,0
2,9,5,3932160,0
2,9,6,12845056,0
2,9,7,17989632,0
2,9,8,14778368,0
2,11,2,1179648,0
2,11,3,1671168,0
2,11,4,23298048,0
2,11,5,13893632,0
2,11,6,47054848,0
2,11,7,44990464,0
2,11,8,35684352,0
2,13,2,983040,0
2,13,3,286720,0
2,13,4,13672448,0
2,13,5,14024704,0
2,13,6,24182784,0
2,13,7,35782656,0
2,13,8,28508160,0
2,14,2,196608,0
2,14,3,860160,0
2,14,4,13099008,0
2,14,5,15007744,0
2,14,6,16121856,0
2,14,7,25165824,0
2,14,8,21823488,0
3,0,4,11796480,0
3,0,7,69468160,0
3,0,8,65536000,0
3,2,4,34340864,0
3,2,7,165675008,0
3,2,8,154402816,0
3,4,4,38535168,0
3,4,7,41943040,0
3,4,8,32768000,0
3,5,4,73400320,0
3,5,7,104595456,0
3,5,8,86245376,0
3,7,4,25690112,0
3,7,7,78905344,0
3,7,8,71565312,0
3,9,4,786432,0
3,9,7,8126464,0
3,9,8,7864320,0
3,11,7,1048576,0
3,11,8,1048576,0
4,0,2,57344,0
4,0,3,1433600,0
4,0,4,4046848,0
4,0,5,6152192,0
4,0,6,18563072,0
4,0,7,18063360,0
4,0,8,8306688,0
4,2,2,925696,0
4,2,3,4661248,0
4,2,4,10625024,0
4,2,5,17555456,0
4,2,6,35979264,0
4,2,7,42319872,0
4,2,8,17956864,0
4,4,1,221184,0
4,4,2,1974272,0
4,4,3,7507968,0
4,4,4,24838144,0
4,4,5,20731904,0
4,4,6,62443520,0
4,4,7,34650112,0
4,4,8,21696512,0
4,5,1,811008,0
4,5,2,1089536,0
4,5,3,4239360,0
4,5,4,18132992,0
4,5,5,14116864,0
4,5,6,46460928,0
4,5,7,28465152,0
4,5,8,14610432,0
4,7,1,1327104,0
4,7,2,212992,0
4,7,3,2254848,0
4,7,4,9717760,0
4,7,5,21948416,0
4,7,6,50995200,0
4,7,7,38754304,0
4,7,8,21590016,0
4,9,1,135168,0
4,9,2,192512,0
4,9,3,720896,0
4,9,4,4390912,0
4,9,5,18104320,0
4,9,6,25235456,0
4,9,7,29691904,0
4,9,8,7512064,0
4,11,1,110592,0
4,11,2,954368,0
4,11,3,1734656,0
4,11,4,11569152,0
4,11,5,17340416,0
4,11,6,36589568,0
4,11,7,35661824,0
4,11,8,9285632,0
4,13,2,1335296,0
4,13,3,5111808,0
4,13,4,22331392,0
4,13,5,28426240,0
4,13,6,48603136,0
4,13,7,55861248,0
4,13,8,20783104,0
4,14,2,679936,0
4,14,3,1605632,0
4,14,4,5062656,0
4,14,5,7798784,0
4,14,6,13361152,0
4,14,7,19243008,0
4,14,8,8871936,0
5,0,2,212992,0
5,0,3,1081344,0
5,0,4,4030464,0
5,0,5,7880704,0
5,0,6,18120704,0
