key_id,su1_numerator,minimum_margin,Nz,Ez
0,0,7,983040,0
0,0,8,65536,0
0,2,5,1966080,0
0,2,6,2228224,0
0,4,3,524288,0
0,4,4,1572864,0
0,4,5,2424832,0
0,4,6,1769472,0
0,6,3,1015808,0
0,6,4,2129920,0
0,6,5,425984,0
0,6,6,622592,0
0,8,3,458752,0
0,8,4,589824,0
0,11,4,506880,0
0,11,5,58752,0
0,11,6,24192,0
0,12,4,183552,0
0,12,5,3444,0
0,12,6,9612,0
0,13,3,122880,0
0,13,4,2101632,0
0,13,5,746076,0
0,13,6,757188,0
0,13,7,7776,0
0,14,3,40960,0
0,14,4,564468,0
0,14,5,276588,0
0,14,6,350208,0
0,14,7,12384,0
0,14,8,576,0
0,15,1,36864,0
0,15,2,69120,0
0,15,3,394048,0
0,15,4,1219176,0
0,15,5,2254960,0
0,15,6,2473608,0
0,15,7,171360,0
0,16,1,12288,0
0,16,2,207360,0
0,16,3,190464,0
0,16,4,606312,0
0,16,5,815448,0
0,16,6,724032,0
0,17,1,110592,0
0,17,2,221184,0
0,17,3,125440,0
0,17,4,980864,0
0,17,5,861856,0
0,17,6,518112,0
0,18,1,36864,0
0,18,2,663552,0
0,18,3,294912,0
0,18,4,1242912,0
0,18,5,864216,0
0,18,6,427608,0
0,18,7,205488,0
0,19,3,57344,0
0,19,4,1953216,0
0,19,5,368628,0
0,19,6,482964,0
0,19,7,21432,0
0,20,2,49152,0
0,20,3,529920,0
0,20,4,3691776,0
0,20,5,3571284,0
0,20,6,1593288,0
0,20,7,1764,0
0,21,3,2021376,0
0,21,4,3086976,0
0,21,5,219552,0
0,21,6,175176,0
0,21,7,1944,0
0,22,1,114688,0
0,22,2,396288,0
0,22,3,1939968,0
0,22,4,1827648,0
0,22,5,9205560,0
0,22,6,1523592,0
0,23,1,344064,0
0,23,2,344064,0
0,23,3,4549632,0
0,23,4,3685248,0
0,23,5,5946168,0
0,23,6,3207744,0
0,23,7,11016,0
0,24,-1,73728,73728
0,24,1,380928,0
0,24,2,411648,0
0,24,3,2480640,0
0,24,4,2312832,0
0,24,5,3731472,0
0,24,6,3739248,0
0,24,7,435456,0
0,25,-1,24576,24576
0,25,1,1155072,0
0,25,2,1122304,0
0,25,3,1266176,0
0,25,4,1236264,0
0,25,5,11652112,0
0,25,6,11257008,0
0,25,7,856296,0
0,25,8,3888,0
0,26,-1,24576,24576
0,26,1,49152,0
0,26,2,61440,0
0,26,3,1124352,0
0,26,4,1134456,0
0,26,5,332580,0
0,26,6,179568,0
0,26,7,436212,0
0,27,-1,8192,8192
0,27,1,40960,0
0,27,2,73728,0
0,27,3,3126592,0
0,27,4,3026296,0
0,27,5,268904,0
0,27,6,1385184,0
0,28,1,12288,0
0,28,2,18432,0
0,28,3,40896,0
0,28,4,46464,0
0,28,5,48048,0
0,28,6,27330,0
0,28,7,3150,0
0,29,2,368640,0
0,29,3,85248,0
0,29,4,641240,0
0,29,5,383444,0
0,29,6,520268,0
0,29,7,8,0
0,30,3,86016,0
0,30,4,309504,0
0,30,5,64176,0
0,30,6,31824,0
0,31,2,1318912,0
0,31,3,760384,0
0,31,4,3037856,0
0,31,5,1142109,0
0,31,6,1948211,0
0,31,7,50064,0
0,32,1,43008,0
0,32,2,304128,0
0,32,3,555264,0
0,32,4,1524756,0
0,32,5,722430,0
0,32,6,369990,0
0,32,7,19080,0
0,32,8,288,0
0,33,2,608256,0
0,33,3,1816512,0
0,33,4,8042476,0
0,33,5,1669376,0
0,33,6,4430008,0
0,33,7,1189884,0
0,33,8,3744,0
0,34,1,258048,0
0,34,2,1062720,0
0,34,3,1164288,0
0,34,4,3371208,0
0,34,5,2066784,0
0,34,6,822354,0
0,34,7,101958,0
0,35,2,194688,0
0,35,3,1418640,0
0,35,4,11042776,0
0,35,5,1350733,0
0,35,6,7154763,0
0,35,7,6528,0
0,36,1,423936,0
0,36,2,1457712,0
0,36,3,1693296,0
0,36,4,3377160,0
0,36,5,2262924,0
0,36,6,991692,0
0,36,7,410112,0
0,37,1,110592,0
